health_zone,total_cases,confirmed_cases,suspected_cases,confirmed_deaths,suspected_deaths,population_worldpop,attack_rate_per_100k,pcr_machines,data_date,source
Mahagi,4,4,0,1,0,247893,1.6,2,2026-09-02,INSP SitRep via INRB-UMIE
Miti Murhesa,4,3,1,1,0,303983,1.3,0,2026-09-02,INSP SitRep via INRB-UMIE
Gombari,3,3,0,1,0,122901,2.4,0,2026-09-02,INSP SitRep via INRB-UMIE
Mangobo,3,3,0,2,0,188652,1.6,0,2026-09-02,INSP SitRep via INRB-UMIE
Bafwasende,2,2,0,0,0,132264,1.5,0,2026-09-02,INSP SitRep via INRB-UMIE
Boga,2,2,0,2,0,72028,2.8,1,2026-09-02,INSP SitRep via INRB-UMIE
Ganga,2,2,0,2,0,235401,0.8,0,2026-09-02,INSP SitRep via INRB-UMIE
Jiba,2,0,2,0,0,75957,2.6,1,2026-09-02,INSP SitRep via INRB-UMIE
Kambala,2,2,0,0,0,140956,1.4,1,2026-09-02,INSP SitRep via INRB-UMIE
Manguredjipa,2,2,0,1,0,68014,2.9,0,2026-09-02,INSP SitRep via INRB-UMIE
Mutwanga,2,2,0,2,0,255278,0.8,0,2026-09-02,INSP SitRep via INRB-UMIE
Rungu,2,2,0,1,0,194804,1.0,0,2026-09-02,INSP SitRep via INRB-UMIE
Biena,1,1,0,1,0,136159,0.7,0,2026-09-02,INSP SitRep via INRB-UMIE
Buta,1,1,0,1,0,274964,0.4,0,2026-09-02,INSP SitRep via INRB-UMIE
Goma,1,1,0,0,0,282838,0.4,2,2026-09-02,INSP SitRep via INRB-UMIE
Lubunga (Tshopo),1,1,0,0,0,154712,0.6,0,2026-09-02,INSP SitRep via INRB-UMIE
Tshopo,1,1,0,0,0,172885,0.6,0,2026-09-02,INSP SitRep via INRB-UMIE
Viadana,1,1,0,0,0,187873,0.5,0,2026-09-02,INSP SitRep via INRB-UMIE
Wanierukula,1,1,0,1,0,155297,0.6,0,2026-09-02,INSP SitRep via INRB-UMIE
Karisimbi,0,0,0,0,0,403401,,0,2026-09-02,INSP SitRep via INRB-UMIE
