health_zone,total_cases,confirmed_cases,suspected_cases,confirmed_deaths,suspected_deaths,population_worldpop,attack_rate_per_100k,pcr_machines,data_date,source
Rimba,9,9,0,4,0,222282,4.0,1,2026-08-11,INSP SitRep via INRB-UMIE
Ariwara,7,7,0,2,0,314730,2.2,0,2026-08-11,INSP SitRep via INRB-UMIE
Masereka,7,7,0,4,0,298636,2.3,0,2026-08-11,INSP SitRep via INRB-UMIE
Gety,5,2,3,1,0,143442,3.5,0,2026-08-11,INSP SitRep via INRB-UMIE
Oicha,5,5,0,4,0,274998,1.8,0,2026-08-11,INSP SitRep via INRB-UMIE
Mahagi,4,4,0,1,0,247893,1.6,2,2026-08-11,INSP SitRep via INRB-UMIE
Miti Murhesa,4,3,1,1,0,303983,1.3,0,2026-08-11,INSP SitRep via INRB-UMIE
Makiso Kisangani,3,3,0,3,0,535798,0.6,0,2026-08-11,INSP SitRep via INRB-UMIE
Vuhovi,3,3,0,1,0,151953,2.0,0,2026-08-11,INSP SitRep via INRB-UMIE
Jiba,2,0,2,0,0,75957,2.6,1,2026-08-11,INSP SitRep via INRB-UMIE
Kabondo,2,2,0,1,0,204629,1.0,0,2026-08-11,INSP SitRep via INRB-UMIE
Kambala,2,2,0,0,0,140956,1.4,1,2026-08-11,INSP SitRep via INRB-UMIE
Bafwasende,1,1,0,0,0,132264,0.8,0,2026-08-11,INSP SitRep via INRB-UMIE
Boga,1,1,0,1,0,72028,1.4,1,2026-08-11,INSP SitRep via INRB-UMIE
Goma,1,1,0,0,0,282838,0.4,2,2026-08-11,INSP SitRep via INRB-UMIE
Gombari,1,1,0,1,0,122901,0.8,0,2026-08-11,INSP SitRep via INRB-UMIE
Lubero,1,1,0,1,0,377506,0.3,0,2026-08-11,INSP SitRep via INRB-UMIE
Lubunga (Tshopo),1,1,0,0,0,154712,0.6,0,2026-08-11,INSP SitRep via INRB-UMIE
Mabalako,1,1,0,0,0,197136,0.5,0,2026-08-11,INSP SitRep via INRB-UMIE
Mangobo,1,1,0,1,0,188652,0.5,0,2026-08-11,INSP SitRep via INRB-UMIE
Rungu,1,1,0,0,0,194804,0.5,0,2026-08-11,INSP SitRep via INRB-UMIE
Wanierukula,1,1,0,0,0,155297,0.6,0,2026-08-11,INSP SitRep via INRB-UMIE
Karisimbi,0,0,0,0,0,403401,,0,2026-08-11,INSP SitRep via INRB-UMIE
Manguredjipa,0,0,0,0,0,68014,,0,2026-08-11,INSP SitRep via INRB-UMIE
