health_zone,total_cases,confirmed_cases,suspected_cases,confirmed_deaths,suspected_deaths,population_worldpop,attack_rate_per_100k,pcr_machines,data_date,source
Bunia,1806,1538,268,485,57,509060,354.8,10,2026-09-10,INSP SitRep via INRB-UMIE
Rwampara,1247,1006,241,349,71,252324,494.2,0,2026-09-10,INSP SitRep via INRB-UMIE
Mongbalu,995,649,346,295,88,157714,630.9,0,2026-09-10,INSP SitRep via INRB-UMIE
Nizi,733,727,6,273,2,129697,565.2,0,2026-09-10,INSP SitRep via INRB-UMIE
Katwa,512,499,13,320,0,612242,83.6,0,2026-09-10,INSP SitRep via INRB-UMIE
Mangala,310,310,0,146,0,89713,345.5,1,2026-09-10,INSP SitRep via INRB-UMIE
Lita,256,256,0,125,0,113364,225.8,0,2026-09-10,INSP SitRep via INRB-UMIE
Butembo,232,225,7,150,0,289378,80.2,2,2026-09-10,INSP SitRep via INRB-UMIE
Nia Nia,229,229,0,116,0,91756,249.6,0,2026-09-10,INSP SitRep via INRB-UMIE
Beni,199,199,0,149,0,428854,46.4,2,2026-09-10,INSP SitRep via INRB-UMIE
Bambu,192,178,14,39,3,136151,141.0,0,2026-09-10,INSP SitRep via INRB-UMIE
Nyakunde,177,125,52,36,12,94004,188.3,0,2026-09-10,INSP SitRep via INRB-UMIE
Komanda,123,123,0,82,0,219948,55.9,1,2026-09-10,INSP SitRep via INRB-UMIE
Musienene,110,110,0,58,0,348392,31.6,0,2026-09-10,INSP SitRep via INRB-UMIE
Isiro,95,95,0,40,0,512401,18.5,0,2026-09-10,INSP SitRep via INRB-UMIE
Wamba,89,89,0,33,0,224757,39.6,0,2026-09-10,INSP SitRep via INRB-UMIE
Fataki,78,78,0,30,0,158032,49.4,1,2026-09-10,INSP SitRep via INRB-UMIE
Tchomia,65,65,0,25,0,83917,77.5,1,2026-09-10,INSP SitRep via INRB-UMIE
Pawa,52,52,0,25,0,301768,17.2,0,2026-09-10,INSP SitRep via INRB-UMIE
Mandima,44,44,0,24,0,286637,15.4,0,2026-09-10,INSP SitRep via INRB-UMIE
Kilo,41,33,8,12,2,43139,95.0,0,2026-09-10,INSP SitRep via INRB-UMIE
Damas,37,36,1,9,0,94820,39.0,0,2026-09-10,INSP SitRep via INRB-UMIE
Kalunguta,37,24,13,11,0,191732,19.3,0,2026-09-10,INSP SitRep via INRB-UMIE
Lolwa,31,31,0,8,0,41314,75.0,0,2026-09-10,INSP SitRep via INRB-UMIE
Boma Mangbetu,29,29,0,14,0,230104,12.6,0,2026-09-10,INSP SitRep via INRB-UMIE
Kyondo,29,29,0,17,0,270344,10.7,0,2026-09-10,INSP SitRep via INRB-UMIE
Mabalako,18,18,0,8,0,197136,9.1,0,2026-09-10,INSP SitRep via INRB-UMIE
Mambasa,17,17,0,7,0,150807,11.3,0,2026-09-10,INSP SitRep via INRB-UMIE
NA,17,17,0,0,0,0,,0,2026-09-10,INSP SitRep via INRB-UMIE
Biena,15,15,0,6,0,136159,11.0,0,2026-09-10,INSP SitRep via INRB-UMIE
Drodro,15,15,0,7,0,199996,7.5,1,2026-09-10,INSP SitRep via INRB-UMIE
Masereka,15,15,0,6,0,298636,5.0,0,2026-09-10,INSP SitRep via INRB-UMIE
Vuhovi,14,14,0,5,0,151953,9.2,0,2026-09-10,INSP SitRep via INRB-UMIE
