health_zone,total_cases,confirmed_cases,suspected_cases,confirmed_deaths,suspected_deaths,population_worldpop,attack_rate_per_100k,pcr_machines,data_date,source
Bunia,1218,950,268,289,57,509060,239.3,10,2026-08-09,INSP SitRep via INRB-UMIE
Rwampara,933,692,241,282,71,252324,369.8,0,2026-08-09,INSP SitRep via INRB-UMIE
Mongbalu,904,558,346,268,88,157714,573.2,0,2026-08-09,INSP SitRep via INRB-UMIE
Nizi,437,431,6,211,2,129697,336.9,0,2026-08-09,INSP SitRep via INRB-UMIE
Katwa,213,200,13,129,0,612242,34.8,0,2026-08-09,INSP SitRep via INRB-UMIE
Nyakunde,167,115,52,35,12,94004,177.7,0,2026-08-09,INSP SitRep via INRB-UMIE
Lita,151,151,0,89,0,113364,133.2,0,2026-08-09,INSP SitRep via INRB-UMIE
Nia Nia,112,112,0,66,0,91756,122.1,0,2026-08-09,INSP SitRep via INRB-UMIE
Mangala,108,108,0,67,0,89713,120.4,1,2026-08-09,INSP SitRep via INRB-UMIE
Butembo,99,92,7,69,0,289378,34.2,2,2026-08-09,INSP SitRep via INRB-UMIE
Bambu,83,69,14,17,3,136151,61.0,0,2026-08-09,INSP SitRep via INRB-UMIE
Beni,64,64,0,49,0,428854,14.9,2,2026-08-09,INSP SitRep via INRB-UMIE
Musienene,45,45,0,25,0,348392,12.9,0,2026-08-09,INSP SitRep via INRB-UMIE
Tchomia,45,45,0,24,0,83917,53.6,1,2026-08-09,INSP SitRep via INRB-UMIE
Fataki,40,40,0,20,0,158032,25.3,1,2026-08-09,INSP SitRep via INRB-UMIE
Komanda,38,38,0,27,0,219948,17.3,1,2026-08-09,INSP SitRep via INRB-UMIE
Kilo,37,29,8,11,2,43139,85.8,0,2026-08-09,INSP SitRep via INRB-UMIE
Isiro,25,25,0,14,0,512401,4.9,0,2026-08-09,INSP SitRep via INRB-UMIE
Kalunguta,21,8,13,4,0,191732,11.0,0,2026-08-09,INSP SitRep via INRB-UMIE
Damas,19,18,1,8,0,94820,20.0,0,2026-08-09,INSP SitRep via INRB-UMIE
NA,17,17,0,0,0,0,,0,2026-08-09,INSP SitRep via INRB-UMIE
Mandima,16,16,0,12,0,286637,5.6,0,2026-08-09,INSP SitRep via INRB-UMIE
Wamba,16,16,0,9,0,224757,7.1,0,2026-08-09,INSP SitRep via INRB-UMIE
Boma Mangbetu,13,13,0,5,0,230104,5.6,0,2026-08-09,INSP SitRep via INRB-UMIE
Kyondo,13,13,0,10,0,270344,4.8,0,2026-08-09,INSP SitRep via INRB-UMIE
Pawa,12,12,0,11,0,301768,4.0,0,2026-08-09,INSP SitRep via INRB-UMIE
Adja,11,11,0,1,0,126933,8.7,0,2026-08-09,INSP SitRep via INRB-UMIE
Drodro,11,11,0,6,0,199996,5.5,1,2026-08-09,INSP SitRep via INRB-UMIE
Aungba,10,10,0,5,0,216787,4.6,0,2026-08-09,INSP SitRep via INRB-UMIE
Logo,10,10,0,5,0,216944,4.6,0,2026-08-09,INSP SitRep via INRB-UMIE
Mambasa,10,10,0,6,0,150807,6.6,0,2026-08-09,INSP SitRep via INRB-UMIE
Aru,9,5,4,5,1,329667,2.7,2,2026-08-09,INSP SitRep via INRB-UMIE
Rimba,9,9,0,4,0,222282,4.0,1,2026-08-09,INSP SitRep via INRB-UMIE
Ariwara,7,7,0,2,0,314730,2.2,0,2026-08-09,INSP SitRep via INRB-UMIE
Lolwa,7,7,0,2,0,41314,16.9,0,2026-08-09,INSP SitRep via INRB-UMIE
Masereka,5,5,0,1,0,298636,1.7,0,2026-08-09,INSP SitRep via INRB-UMIE
Gety,4,1,3,0,0,143442,2.8,0,2026-08-09,INSP SitRep via INRB-UMIE
Mahagi,4,4,0,1,0,247893,1.6,2,2026-08-09,INSP SitRep via INRB-UMIE
Miti Murhesa,4,3,1,1,0,303983,1.3,0,2026-08-09,INSP SitRep via INRB-UMIE
Oicha,4,4,0,3,0,274998,1.5,0,2026-08-09,INSP SitRep via INRB-UMIE
Makiso Kisangani,3,3,0,3,0,535798,0.6,0,2026-08-09,INSP SitRep via INRB-UMIE
Jiba,2,0,2,0,0,75957,2.6,1,2026-08-09,INSP SitRep via INRB-UMIE
Kambala,2,2,0,0,0,140956,1.4,1,2026-08-09,INSP SitRep via INRB-UMIE
Vuhovi,2,2,0,1,0,151953,1.3,0,2026-08-09,INSP SitRep via INRB-UMIE
Boga,1,1,0,1,0,72028,1.4,1,2026-08-09,INSP SitRep via INRB-UMIE
Goma,1,1,0,0,0,282838,0.4,2,2026-08-09,INSP SitRep via INRB-UMIE
Kabondo,1,1,0,1,0,204629,0.5,0,2026-08-09,INSP SitRep via INRB-UMIE
Lubero,1,1,0,1,0,377506,0.3,0,2026-08-09,INSP SitRep via INRB-UMIE
Lubunga (Tshopo),1,1,0,0,0,154712,0.6,0,2026-08-09,INSP SitRep via INRB-UMIE
Mabalako,1,1,0,0,0,197136,0.5,0,2026-08-09,INSP SitRep via INRB-UMIE
Mangobo,1,1,0,1,0,188652,0.5,0,2026-08-09,INSP SitRep via INRB-UMIE
Rungu,1,1,0,0,0,194804,0.5,0,2026-08-09,INSP SitRep via INRB-UMIE
Wanierukula,1,1,0,0,0,155297,0.6,0,2026-08-09,INSP SitRep via INRB-UMIE
Karisimbi,0,0,0,0,0,403401,,0,2026-08-09,INSP SitRep via INRB-UMIE
Manguredjipa,0,0,0,0,0,68014,,0,2026-08-09,INSP SitRep via INRB-UMIE
