health_zone,total_cases,confirmed_cases,suspected_cases,confirmed_deaths,suspected_deaths,population_worldpop,attack_rate_per_100k,pcr_machines,data_date,source
Bunia,1512,1244,268,389,57,509060,297.0,10,2026-08-19,INSP SitRep via INRB-UMIE
Rwampara,1127,886,241,332,71,252324,446.6,0,2026-08-19,INSP SitRep via INRB-UMIE
Mongbalu,939,593,346,282,88,157714,595.4,0,2026-08-19,INSP SitRep via INRB-UMIE
Nizi,573,567,6,244,2,129697,441.8,0,2026-08-19,INSP SitRep via INRB-UMIE
Katwa,329,316,13,210,0,612242,53.7,0,2026-08-19,INSP SitRep via INRB-UMIE
Lita,186,186,0,106,0,113364,164.1,0,2026-08-19,INSP SitRep via INRB-UMIE
Mangala,183,183,0,105,0,89713,204.0,1,2026-08-19,INSP SitRep via INRB-UMIE
Nia Nia,182,182,0,105,0,91756,198.4,0,2026-08-19,INSP SitRep via INRB-UMIE
Nyakunde,173,121,52,35,12,94004,184.0,0,2026-08-19,INSP SitRep via INRB-UMIE
Butembo,134,127,7,98,0,289378,46.3,2,2026-08-19,INSP SitRep via INRB-UMIE
Bambu,128,114,14,26,3,136151,94.0,0,2026-08-19,INSP SitRep via INRB-UMIE
Beni,104,104,0,76,0,428854,24.3,2,2026-08-19,INSP SitRep via INRB-UMIE
Fataki,72,72,0,30,0,158032,45.6,1,2026-08-19,INSP SitRep via INRB-UMIE
Musienene,66,66,0,38,0,348392,18.9,0,2026-08-19,INSP SitRep via INRB-UMIE
Isiro,58,58,0,24,0,512401,11.3,0,2026-08-19,INSP SitRep via INRB-UMIE
Wamba,57,57,0,23,0,224757,25.4,0,2026-08-19,INSP SitRep via INRB-UMIE
Komanda,53,53,0,37,0,219948,24.1,1,2026-08-19,INSP SitRep via INRB-UMIE
Tchomia,51,51,0,25,0,83917,60.8,1,2026-08-19,INSP SitRep via INRB-UMIE
Kilo,39,31,8,12,2,43139,90.4,0,2026-08-19,INSP SitRep via INRB-UMIE
Damas,26,25,1,9,0,94820,27.4,0,2026-08-19,INSP SitRep via INRB-UMIE
Kalunguta,26,13,13,6,0,191732,13.6,0,2026-08-19,INSP SitRep via INRB-UMIE
Mandima,25,25,0,16,0,286637,8.7,0,2026-08-19,INSP SitRep via INRB-UMIE
Boma Mangbetu,23,23,0,9,0,230104,10.0,0,2026-08-19,INSP SitRep via INRB-UMIE
Pawa,20,20,0,14,0,301768,6.6,0,2026-08-19,INSP SitRep via INRB-UMIE
Lolwa,17,17,0,4,0,41314,41.1,0,2026-08-19,INSP SitRep via INRB-UMIE
NA,17,17,0,0,0,0,,0,2026-08-19,INSP SitRep via INRB-UMIE
Kyondo,15,15,0,12,0,270344,5.5,0,2026-08-19,INSP SitRep via INRB-UMIE
Mambasa,14,14,0,7,0,150807,9.3,0,2026-08-19,INSP SitRep via INRB-UMIE
Drodro,13,13,0,6,0,199996,6.5,1,2026-08-19,INSP SitRep via INRB-UMIE
Adja,11,11,0,1,0,126933,8.7,0,2026-08-19,INSP SitRep via INRB-UMIE
Aru,11,7,4,6,1,329667,3.3,2,2026-08-19,INSP SitRep via INRB-UMIE
Aungba,11,11,0,5,0,216787,5.1,0,2026-08-19,INSP SitRep via INRB-UMIE
Logo,11,11,0,5,0,216944,5.1,0,2026-08-19,INSP SitRep via INRB-UMIE
Rimba,10,10,0,4,0,222282,4.5,1,2026-08-19,INSP SitRep via INRB-UMIE
Ariwara,8,8,0,2,0,314730,2.5,0,2026-08-19,INSP SitRep via INRB-UMIE
Gety,8,5,3,2,0,143442,5.6,0,2026-08-19,INSP SitRep via INRB-UMIE
Masereka,7,7,0,4,0,298636,2.3,0,2026-08-19,INSP SitRep via INRB-UMIE
Makiso Kisangani,6,6,0,3,0,535798,1.1,0,2026-08-19,INSP SitRep via INRB-UMIE
Oicha,6,6,0,4,0,274998,2.2,0,2026-08-19,INSP SitRep via INRB-UMIE
Vuhovi,5,5,0,2,0,151953,3.3,0,2026-08-19,INSP SitRep via INRB-UMIE
Mahagi,4,4,0,1,0,247893,1.6,2,2026-08-19,INSP SitRep via INRB-UMIE
Miti Murhesa,4,3,1,1,0,303983,1.3,0,2026-08-19,INSP SitRep via INRB-UMIE
Kabondo,3,3,0,1,0,204629,1.5,0,2026-08-19,INSP SitRep via INRB-UMIE
Jiba,2,0,2,0,0,75957,2.6,1,2026-08-19,INSP SitRep via INRB-UMIE
Kambala,2,2,0,0,0,140956,1.4,1,2026-08-19,INSP SitRep via INRB-UMIE
Mabalako,2,2,0,1,0,197136,1.0,0,2026-08-19,INSP SitRep via INRB-UMIE
Mangobo,2,2,0,2,0,188652,1.1,0,2026-08-19,INSP SitRep via INRB-UMIE
Bafwasende,1,1,0,0,0,132264,0.8,0,2026-08-19,INSP SitRep via INRB-UMIE
Boga,1,1,0,1,0,72028,1.4,1,2026-08-19,INSP SitRep via INRB-UMIE
Buta,1,1,0,1,0,274964,0.4,0,2026-08-19,INSP SitRep via INRB-UMIE
Goma,1,1,0,0,0,282838,0.4,2,2026-08-19,INSP SitRep via INRB-UMIE
Gombari,1,1,0,1,0,122901,0.8,0,2026-08-19,INSP SitRep via INRB-UMIE
Lubero,1,1,0,1,0,377506,0.3,0,2026-08-19,INSP SitRep via INRB-UMIE
Lubunga (Tshopo),1,1,0,0,0,154712,0.6,0,2026-08-19,INSP SitRep via INRB-UMIE
Rungu,1,1,0,0,0,194804,0.5,0,2026-08-19,INSP SitRep via INRB-UMIE
Tshopo,1,1,0,0,0,172885,0.6,0,2026-08-19,INSP SitRep via INRB-UMIE
Viadana,1,1,0,0,0,187873,0.5,0,2026-08-19,INSP SitRep via INRB-UMIE
Wanierukula,1,1,0,1,0,155297,0.6,0,2026-08-19,INSP SitRep via INRB-UMIE
Karisimbi,0,0,0,0,0,403401,,0,2026-08-19,INSP SitRep via INRB-UMIE
Manguredjipa,0,0,0,0,0,68014,,0,2026-08-19,INSP SitRep via INRB-UMIE
