health_zone,total_cases,confirmed_cases,suspected_cases,confirmed_deaths,suspected_deaths,population_worldpop,attack_rate_per_100k,pcr_machines,data_date,source
Bunia,964,696,268,175,57,509060,189.4,10,2026-07-22,INSP SitRep via INRB-UMIE
Mongbalu,828,482,346,226,88,157714,525.0,0,2026-07-22,INSP SitRep via INRB-UMIE
Rwampara,722,481,241,231,71,252324,286.1,0,2026-07-22,INSP SitRep via INRB-UMIE
Nizi,314,308,6,144,2,129697,242.1,0,2026-07-22,INSP SitRep via INRB-UMIE
Nyakunde,166,114,52,30,12,94004,176.6,0,2026-07-22,INSP SitRep via INRB-UMIE
Katwa,134,121,13,77,0,612242,21.9,0,2026-07-22,INSP SitRep via INRB-UMIE
Lita,101,101,0,58,0,113364,89.1,0,2026-07-22,INSP SitRep via INRB-UMIE
Mangala,86,86,0,59,0,89713,95.9,1,2026-07-22,INSP SitRep via INRB-UMIE
Nia Nia,78,78,0,41,0,91756,85.0,0,2026-07-22,INSP SitRep via INRB-UMIE
Butembo,69,62,7,39,0,289378,23.8,2,2026-07-22,INSP SitRep via INRB-UMIE
Bambu,65,51,14,9,3,136151,47.7,0,2026-07-22,INSP SitRep via INRB-UMIE
Beni,41,41,0,29,0,428854,9.6,2,2026-07-22,INSP SitRep via INRB-UMIE
Tchomia,39,39,0,24,0,83917,46.5,1,2026-07-22,INSP SitRep via INRB-UMIE
Kilo,31,23,8,11,2,43139,71.9,0,2026-07-22,INSP SitRep via INRB-UMIE
Komanda,30,30,0,21,0,219948,13.6,1,2026-07-22,INSP SitRep via INRB-UMIE
Musienene,26,26,0,13,0,348392,7.5,0,2026-07-22,INSP SitRep via INRB-UMIE
Fataki,17,17,0,6,0,158032,10.8,1,2026-07-22,INSP SitRep via INRB-UMIE
Kalunguta,17,4,13,3,0,191732,8.9,0,2026-07-22,INSP SitRep via INRB-UMIE
NA,17,17,0,0,0,0,,0,2026-07-22,INSP SitRep via INRB-UMIE
Damas,14,13,1,8,0,94820,14.8,0,2026-07-22,INSP SitRep via INRB-UMIE
Mandima,13,13,0,9,0,286637,4.5,0,2026-07-22,INSP SitRep via INRB-UMIE
Adja,10,10,0,1,0,126933,7.9,0,2026-07-22,INSP SitRep via INRB-UMIE
Kyondo,10,10,0,7,0,270344,3.7,0,2026-07-22,INSP SitRep via INRB-UMIE
Aru,9,5,4,1,1,329667,2.7,2,2026-07-22,INSP SitRep via INRB-UMIE
Isiro,8,8,0,5,0,512401,1.6,0,2026-07-22,INSP SitRep via INRB-UMIE
Logo,8,8,0,3,0,216944,3.7,0,2026-07-22,INSP SitRep via INRB-UMIE
Ariwara,7,7,0,1,0,314730,2.2,0,2026-07-22,INSP SitRep via INRB-UMIE
Mambasa,7,7,0,4,0,150807,4.6,0,2026-07-22,INSP SitRep via INRB-UMIE
Pawa,7,7,0,5,0,301768,2.3,0,2026-07-22,INSP SitRep via INRB-UMIE
Rimba,7,7,0,4,0,222282,3.1,1,2026-07-22,INSP SitRep via INRB-UMIE
Boma Mangbetu,6,6,0,2,0,230104,2.6,0,2026-07-22,INSP SitRep via INRB-UMIE
Drodro,6,6,0,4,0,199996,3.0,1,2026-07-22,INSP SitRep via INRB-UMIE
Wamba,6,6,0,3,0,224757,2.7,0,2026-07-22,INSP SitRep via INRB-UMIE
Aungba,4,4,0,4,0,216787,1.8,0,2026-07-22,INSP SitRep via INRB-UMIE
Gety,4,1,3,0,0,143442,2.8,0,2026-07-22,INSP SitRep via INRB-UMIE
Lolwa,4,4,0,1,0,41314,9.7,0,2026-07-22,INSP SitRep via INRB-UMIE
Masereka,4,4,0,0,0,298636,1.3,0,2026-07-22,INSP SitRep via INRB-UMIE
Miti Murhesa,4,3,1,1,0,303983,1.3,0,2026-07-22,INSP SitRep via INRB-UMIE
Oicha,4,4,0,3,0,274998,1.5,0,2026-07-22,INSP SitRep via INRB-UMIE
Makiso Kisangani,3,3,0,3,0,535798,0.6,0,2026-07-22,INSP SitRep via INRB-UMIE
Jiba,2,0,2,0,0,75957,2.6,1,2026-07-22,INSP SitRep via INRB-UMIE
Kambala,2,2,0,0,0,140956,1.4,1,2026-07-22,INSP SitRep via INRB-UMIE
Boga,1,1,0,1,0,72028,1.4,1,2026-07-22,INSP SitRep via INRB-UMIE
Goma,1,1,0,0,0,282838,0.4,2,2026-07-22,INSP SitRep via INRB-UMIE
Lubunga (Tshopo),1,1,0,0,0,154712,0.6,0,2026-07-22,INSP SitRep via INRB-UMIE
Mabalako,1,1,0,0,0,197136,0.5,0,2026-07-22,INSP SitRep via INRB-UMIE
Mahagi,1,1,0,1,0,247893,0.4,2,2026-07-22,INSP SitRep via INRB-UMIE
Mangobo,1,1,0,1,0,188652,0.5,0,2026-07-22,INSP SitRep via INRB-UMIE
Vuhovi,1,1,0,1,0,151953,0.7,0,2026-07-22,INSP SitRep via INRB-UMIE
Karisimbi,0,0,0,0,0,403401,,0,2026-07-22,INSP SitRep via INRB-UMIE
Manguredjipa,0,0,0,0,0,68014,,0,2026-07-22,INSP SitRep via INRB-UMIE
