health_zone,total_cases,confirmed_cases,suspected_cases,confirmed_deaths,suspected_deaths,population_worldpop,attack_rate_per_100k,pcr_machines,data_date,source
Bunia,1164,896,268,259,57,509060,228.7,10,2026-07-31,INSP SitRep via INRB-UMIE
Mongbalu,891,545,346,259,88,157714,564.9,0,2026-07-31,INSP SitRep via INRB-UMIE
Rwampara,874,633,241,258,71,252324,346.4,0,2026-07-31,INSP SitRep via INRB-UMIE
Nizi,393,387,6,187,2,129697,303.0,0,2026-07-31,INSP SitRep via INRB-UMIE
Katwa,181,168,13,102,0,612242,29.6,0,2026-07-31,INSP SitRep via INRB-UMIE
Nyakunde,167,115,52,32,12,94004,177.7,0,2026-07-31,INSP SitRep via INRB-UMIE
Lita,132,132,0,79,0,113364,116.4,0,2026-07-31,INSP SitRep via INRB-UMIE
Mangala,102,102,0,64,0,89713,113.7,1,2026-07-31,INSP SitRep via INRB-UMIE
Nia Nia,101,101,0,53,0,91756,110.1,0,2026-07-31,INSP SitRep via INRB-UMIE
Butembo,90,83,7,65,0,289378,31.1,2,2026-07-31,INSP SitRep via INRB-UMIE
Bambu,74,60,14,12,3,136151,54.4,0,2026-07-31,INSP SitRep via INRB-UMIE
Beni,57,57,0,46,0,428854,13.3,2,2026-07-31,INSP SitRep via INRB-UMIE
Tchomia,41,41,0,24,0,83917,48.9,1,2026-07-31,INSP SitRep via INRB-UMIE
Musienene,40,40,0,23,0,348392,11.5,0,2026-07-31,INSP SitRep via INRB-UMIE
Kilo,37,29,8,11,2,43139,85.8,0,2026-07-31,INSP SitRep via INRB-UMIE
Komanda,36,36,0,25,0,219948,16.4,1,2026-07-31,INSP SitRep via INRB-UMIE
Fataki,35,35,0,17,0,158032,22.1,1,2026-07-31,INSP SitRep via INRB-UMIE
Isiro,19,19,0,9,0,512401,3.7,0,2026-07-31,INSP SitRep via INRB-UMIE
Kalunguta,19,6,13,3,0,191732,9.9,0,2026-07-31,INSP SitRep via INRB-UMIE
Damas,18,17,1,8,0,94820,19.0,0,2026-07-31,INSP SitRep via INRB-UMIE
NA,17,17,0,0,0,0,,0,2026-07-31,INSP SitRep via INRB-UMIE
Mandima,16,16,0,12,0,286637,5.6,0,2026-07-31,INSP SitRep via INRB-UMIE
Wamba,15,15,0,8,0,224757,6.7,0,2026-07-31,INSP SitRep via INRB-UMIE
Kyondo,13,13,0,8,0,270344,4.8,0,2026-07-31,INSP SitRep via INRB-UMIE
Boma Mangbetu,12,12,0,4,0,230104,5.2,0,2026-07-31,INSP SitRep via INRB-UMIE
Adja,11,11,0,1,0,126933,8.7,0,2026-07-31,INSP SitRep via INRB-UMIE
Drodro,10,10,0,6,0,199996,5.0,1,2026-07-31,INSP SitRep via INRB-UMIE
Pawa,10,10,0,7,0,301768,3.3,0,2026-07-31,INSP SitRep via INRB-UMIE
Aru,9,5,4,5,1,329667,2.7,2,2026-07-31,INSP SitRep via INRB-UMIE
Aungba,9,9,0,5,0,216787,4.2,0,2026-07-31,INSP SitRep via INRB-UMIE
Logo,9,9,0,3,0,216944,4.1,0,2026-07-31,INSP SitRep via INRB-UMIE
Mambasa,9,9,0,6,0,150807,6.0,0,2026-07-31,INSP SitRep via INRB-UMIE
Rimba,9,9,0,4,0,222282,4.0,1,2026-07-31,INSP SitRep via INRB-UMIE
Ariwara,7,7,0,2,0,314730,2.2,0,2026-07-31,INSP SitRep via INRB-UMIE
Lolwa,7,7,0,2,0,41314,16.9,0,2026-07-31,INSP SitRep via INRB-UMIE
Gety,4,1,3,0,0,143442,2.8,0,2026-07-31,INSP SitRep via INRB-UMIE
Mahagi,4,4,0,1,0,247893,1.6,2,2026-07-31,INSP SitRep via INRB-UMIE
Makiso Kisangani,4,4,0,3,0,535798,0.7,0,2026-07-31,INSP SitRep via INRB-UMIE
Masereka,4,4,0,0,0,298636,1.3,0,2026-07-31,INSP SitRep via INRB-UMIE
Miti Murhesa,4,3,1,1,0,303983,1.3,0,2026-07-31,INSP SitRep via INRB-UMIE
Oicha,4,4,0,3,0,274998,1.5,0,2026-07-31,INSP SitRep via INRB-UMIE
Jiba,2,0,2,0,0,75957,2.6,1,2026-07-31,INSP SitRep via INRB-UMIE
Kambala,2,2,0,0,0,140956,1.4,1,2026-07-31,INSP SitRep via INRB-UMIE
Boga,1,1,0,1,0,72028,1.4,1,2026-07-31,INSP SitRep via INRB-UMIE
Goma,1,1,0,0,0,282838,0.4,2,2026-07-31,INSP SitRep via INRB-UMIE
Kabondo,1,1,0,1,0,204629,0.5,0,2026-07-31,INSP SitRep via INRB-UMIE
Lubunga (Tshopo),1,1,0,0,0,154712,0.6,0,2026-07-31,INSP SitRep via INRB-UMIE
Mabalako,1,1,0,0,0,197136,0.5,0,2026-07-31,INSP SitRep via INRB-UMIE
Mangobo,1,1,0,1,0,188652,0.5,0,2026-07-31,INSP SitRep via INRB-UMIE
Rungu,1,1,0,0,0,194804,0.5,0,2026-07-31,INSP SitRep via INRB-UMIE
Vuhovi,1,1,0,1,0,151953,0.7,0,2026-07-31,INSP SitRep via INRB-UMIE
Karisimbi,0,0,0,0,0,403401,,0,2026-07-31,INSP SitRep via INRB-UMIE
Manguredjipa,0,0,0,0,0,68014,,0,2026-07-31,INSP SitRep via INRB-UMIE
