health_zone,total_cases,confirmed_cases,suspected_cases,confirmed_deaths,suspected_deaths,population_worldpop,attack_rate_per_100k,pcr_machines,data_date,source
Bunia,1681,1413,268,442,57,509060,330.2,10,2026-09-01,INSP SitRep via INRB-UMIE
Rwampara,1205,964,241,341,71,252324,477.6,0,2026-09-01,INSP SitRep via INRB-UMIE
Mongbalu,961,615,346,287,88,157714,609.3,0,2026-09-01,INSP SitRep via INRB-UMIE
Nizi,676,670,6,264,2,129697,521.2,0,2026-09-01,INSP SitRep via INRB-UMIE
Katwa,421,408,13,270,0,612242,68.8,0,2026-09-01,INSP SitRep via INRB-UMIE
Mangala,263,263,0,134,0,89713,293.2,1,2026-09-01,INSP SitRep via INRB-UMIE
Lita,224,224,0,121,0,113364,197.6,0,2026-09-01,INSP SitRep via INRB-UMIE
Nia Nia,216,216,0,113,0,91756,235.4,0,2026-09-01,INSP SitRep via INRB-UMIE
Butembo,187,180,7,134,0,289378,64.6,2,2026-09-01,INSP SitRep via INRB-UMIE
Bambu,179,165,14,36,3,136151,131.5,0,2026-09-01,INSP SitRep via INRB-UMIE
Nyakunde,176,124,52,35,12,94004,187.2,0,2026-09-01,INSP SitRep via INRB-UMIE
Beni,146,146,0,105,0,428854,34.0,2,2026-09-01,INSP SitRep via INRB-UMIE
Komanda,92,92,0,62,0,219948,41.8,1,2026-09-01,INSP SitRep via INRB-UMIE
Isiro,85,85,0,34,0,512401,16.6,0,2026-09-01,INSP SitRep via INRB-UMIE
Musienene,83,83,0,47,0,348392,23.8,0,2026-09-01,INSP SitRep via INRB-UMIE
Wamba,78,78,0,30,0,224757,34.7,0,2026-09-01,INSP SitRep via INRB-UMIE
Fataki,77,77,0,30,0,158032,48.7,1,2026-09-01,INSP SitRep via INRB-UMIE
Tchomia,57,57,0,25,0,83917,67.9,1,2026-09-01,INSP SitRep via INRB-UMIE
Kilo,40,32,8,12,2,43139,92.7,0,2026-09-01,INSP SitRep via INRB-UMIE
Pawa,37,37,0,22,0,301768,12.3,0,2026-09-01,INSP SitRep via INRB-UMIE
Mandima,36,36,0,21,0,286637,12.6,0,2026-09-01,INSP SitRep via INRB-UMIE
Damas,29,28,1,9,0,94820,30.6,0,2026-09-01,INSP SitRep via INRB-UMIE
Kalunguta,29,16,13,7,0,191732,15.1,0,2026-09-01,INSP SitRep via INRB-UMIE
