health_zone,total_cases,confirmed_cases,suspected_cases,confirmed_deaths,suspected_deaths,population_worldpop,attack_rate_per_100k,pcr_machines,data_date,source
Mongbalu,535,189,346,83,88,159147,336.2,2,2026-06-16,INSP SitRep via INRB-UMIE
Bunia,494,226,268,20,57,715169,69.1,10,2026-06-16,INSP SitRep via INRB-UMIE
Rwampara,413,172,241,27,71,61295,673.8,0,2026-06-16,INSP SitRep via INRB-UMIE
Nyakunde,97,45,52,4,12,94513,102.6,2,2026-06-16,INSP SitRep via INRB-UMIE
NA,94,94,0,10,0,0,,0,2026-06-16,INSP SitRep via INRB-UMIE
Katwa,36,23,13,16,0,621981,5.8,0,2026-06-16,INSP SitRep via INRB-UMIE
Butembo,31,24,7,7,0,286962,10.8,2,2026-06-16,INSP SitRep via INRB-UMIE
Nizi,22,16,6,1,2,146119,15.1,0,2026-06-16,INSP SitRep via INRB-UMIE
Bambu,21,7,14,2,3,142110,14.8,0,2026-06-16,INSP SitRep via INRB-UMIE
Kalunguta,15,2,13,1,0,254340,5.9,0,2026-06-16,INSP SitRep via INRB-UMIE
Beni,14,14,0,10,0,231984,6.0,2,2026-06-16,INSP SitRep via INRB-UMIE
Kilo,12,4,8,1,2,38314,31.3,0,2026-06-16,INSP SitRep via INRB-UMIE
Lita,9,9,0,0,0,91650,9.8,0,2026-06-16,INSP SitRep via INRB-UMIE
Aru,7,3,4,1,1,307811,2.3,2,2026-06-16,INSP SitRep via INRB-UMIE
Komanda,7,7,0,1,0,222355,3.1,1,2026-06-16,INSP SitRep via INRB-UMIE
Damas,5,4,1,0,0,88590,5.6,0,2026-06-16,INSP SitRep via INRB-UMIE
Mangala,5,5,0,3,0,82616,6.1,1,2026-06-16,INSP SitRep via INRB-UMIE
Tchomia,5,5,0,0,0,64496,7.8,1,2026-06-16,INSP SitRep via INRB-UMIE
Gethy,4,1,3,0,0,171770,2.3,0,2026-06-16,INSP SitRep via INRB-UMIE
Miti-Murhesa,4,3,1,1,0,265959,1.5,0,2026-06-16,INSP SitRep via INRB-UMIE
Oicha,3,3,0,2,0,276791,1.1,0,2026-06-16,INSP SitRep via INRB-UMIE
Rimba,3,3,0,0,0,174926,1.7,1,2026-06-16,INSP SitRep via INRB-UMIE
Aungba,2,2,0,1,0,229697,0.9,0,2026-06-16,INSP SitRep via INRB-UMIE
Jiba,2,0,2,0,0,71960,2.8,1,2026-06-16,INSP SitRep via INRB-UMIE
Kyondo,2,2,0,1,0,493964,0.4,0,2026-06-16,INSP SitRep via INRB-UMIE
Logo,2,2,0,0,0,154126,1.3,0,2026-06-16,INSP SitRep via INRB-UMIE
Mambasa,2,2,0,1,0,164109,1.2,0,2026-06-16,INSP SitRep via INRB-UMIE
Fataki,1,1,0,0,0,150055,0.7,1,2026-06-16,INSP SitRep via INRB-UMIE
Goma,1,1,0,0,0,277156,0.4,2,2026-06-16,INSP SitRep via INRB-UMIE
Kambala,1,1,0,1,0,132028,0.8,1,2026-06-16,INSP SitRep via INRB-UMIE
Mabalako,1,1,0,0,0,253373,0.4,0,2026-06-16,INSP SitRep via INRB-UMIE
Masereka,1,1,0,0,0,145642,0.7,0,2026-06-16,INSP SitRep via INRB-UMIE
Musienene,1,1,0,0,0,234680,0.4,0,2026-06-16,INSP SitRep via INRB-UMIE
Nia-Nia,1,1,0,1,0,85262,1.2,0,2026-06-16,INSP SitRep via INRB-UMIE
Vuhovi,1,1,0,1,0,256878,0.4,0,2026-06-16,INSP SitRep via INRB-UMIE
Karisimbi,0,0,0,0,0,583594,,0,2026-06-16,INSP SitRep via INRB-UMIE
Manguredjipa,0,0,0,0,0,60156,,0,2026-06-16,INSP SitRep via INRB-UMIE
